Aika;Yö (kWh);Päivä (kWh)
04.11.2021 10;0.00;1.13
04.11.2021 11;0.00;1.29
04.11.2021 12;0.00;1.27
04.11.2021 13;0.00;1.30
04.11.2021 14;0.00;1.13
04.11.2021 15;0.00;1.26
04.11.2021 16;0.00;1.26
04.11.2021 17;0.00;1.58
04.11.2021 18;0.00;2.25
04.11.2021 19;0.00;2.20
04.11.2021 20;0.00;2.13
04.11.2021 21;0.00;2.15
04.11.2021 22;3.40;0.00
04.11.2021 23;2.12;0.00
05.11.2021 00;1.14;0.00
05.11.2021 01;1.04;0.00
05.11.2021 02;1.11;0.00
05.11.2021 03;1.16;0.00
05.11.2021 04;1.11;0.00
05.11.2021 05;1.12;0.00
05.11.2021 06;1.28;0.00
05.11.2021 07;0.00;1.73
05.11.2021 08;0.00;2.21
05.11.2021 09;0.00;2.14
05.11.2021 10;0.00;2.08
05.11.2021 11;0.00;1.82
05.11.2021 12;0.00;1.20
05.11.2021 13;0.00;1.22
05.11.2021 14;0.00;1.19
05.11.2021 15;0.00;1.12
05.11.2021 16;0.00;1.09
05.11.2021 17;0.00;1.17
05.11.2021 18;0.00;1.27
05.11.2021 19;0.00;1.35
05.11.2021 20;0.00;1.37
05.11.2021 21;0.00;1.71
05.11.2021 22;3.89;0.00
05.11.2021 23;3.28;0.00
06.11.2021 00;1.97;0.00
06.11.2021 01;2.07;0.00
06.11.2021 02;1.73;0.00
06.11.2021 03;1.20;0.00
06.11.2021 04;1.22;0.00
06.11.2021 05;1.24;0.00
06.11.2021 06;1.16;0.00
06.11.2021 07;0.00;1.24
06.11.2021 08;0.00;1.22
06.11.2021 09;0.00;2.14
06.11.2021 10;0.00;2.77
06.11.2021 11;0.00;2.48
06.11.2021 12;0.00;1.57
06.11.2021 13;0.00;1.29
06.11.2021 14;0.00;2.12
06.11.2021 15;0.00;2.08
06.11.2021 16;0.00;2.42
06.11.2021 17;0.00;2.30
06.11.2021 18;0.00;3.15
06.11.2021 19;0.00;2.30
06.11.2021 20;0.00;1.67
06.11.2021 21;0.00;1.78
06.11.2021 22;3.56;0.00
06.11.2021 23;2.83;0.00
07.11.2021 00;1.48;0.00
07.11.2021 01;1.36;0.00
07.11.2021 02;1.35;0.00
07.11.2021 03;2.22;0.00
07.11.2021 04;2.14;0.00
07.11.2021 05;2.25;0.00
07.11.2021 06;2.19;0.00
07.11.2021 07;0.00;1.97
07.11.2021 08;0.00;1.53
07.11.2021 09;0.00;2.35
07.11.2021 10;0.00;1.55
07.11.2021 11;0.00;1.53
07.11.2021 12;0.00;1.64
07.11.2021 13;0.00;1.60
07.11.2021 14;0.00;1.53
07.11.2021 15;0.00;1.54
07.11.2021 16;0.00;1.99
07.11.2021 17;0.00;2.56
07.11.2021 18;0.00;2.60
07.11.2021 19;0.00;2.55
07.11.2021 20;0.00;2.61
07.11.2021 21;0.00;2.35
07.11.2021 22;3.43;0.00
07.11.2021 23;2.47;0.00
08.11.2021 00;1.34;0.00
08.11.2021 01;1.39;0.00
08.11.2021 02;1.40;0.00
08.11.2021 03;1.42;0.00
08.11.2021 04;1.43;0.00
08.11.2021 05;2.24;0.00
08.11.2021 06;2.74;0.00
08.11.2021 07;0.00;2.67
08.11.2021 08;0.00;2.79
08.11.2021 09;0.00;3.15
08.11.2021 10;0.00;1.96
08.11.2021 11;0.00;1.84
08.11.2021 12;0.00;2.99
08.11.2021 13;0.00;2.24
08.11.2021 14;0.00;1.65
08.11.2021 15;0.00;1.76
08.11.2021 16;0.00;1.82
08.11.2021 17;0.00;2.21
08.11.2021 18;0.00;2.16
08.11.2021 19;0.00;1.88
08.11.2021 20;0.00;2.25
08.11.2021 21;0.00;2.90
08.11.2021 22;4.41;0.00
08.11.2021 23;3.56;0.00
09.11.2021 00;2.33;0.00
09.11.2021 01;2.41;0.00
09.11.2021 02;2.33;0.00
09.11.2021 03;1.53;0.00
09.11.2021 04;1.63;0.00
09.11.2021 05;1.64;0.00
09.11.2021 06;1.82;0.00
09.11.2021 07;0.00;2.78
09.11.2021 08;0.00;2.78
09.11.2021 09;0.00;2.83
09.11.2021 10;0.00;2.78
09.11.2021 11;0.00;2.87
09.11.2021 12;0.00;2.99
09.11.2021 13;0.00;2.97
09.11.2021 14;0.00;2.23
09.11.2021 15;0.00;1.92
09.11.2021 16;0.00;2.14
09.11.2021 17;0.00;2.16
09.11.2021 18;0.00;2.41
09.11.2021 19;0.00;2.25
09.11.2021 20;0.00;2.75
09.11.2021 21;0.00;2.89
09.11.2021 22;4.37;0.00
09.11.2021 23;3.27;0.00
10.11.2021 00;2.24;0.00
10.11.2021 01;1.55;0.00
10.11.2021 02;1.37;0.00
10.11.2021 03;1.39;0.00
10.11.2021 04;1.30;0.00
10.11.2021 05;1.34;0.00
10.11.2021 06;1.28;0.00
10.11.2021 07;0.00;1.61
10.11.2021 08;0.00;3.09
10.11.2021 09;0.00;2.37
10.11.2021 10;0.00;2.35
10.11.2021 11;0.00;2.20
10.11.2021 12;0.00;2.10
10.11.2021 13;0.00;1.62
10.11.2021 14;0.00;1.47
10.11.2021 15;0.00;1.32
10.11.2021 16;0.00;1.35
10.11.2021 17;0.00;1.32
10.11.2021 18;0.00;1.59
10.11.2021 19;0.00;1.25
10.11.2021 20;0.00;1.57
10.11.2021 21;0.00;1.54
10.11.2021 22;2.98;0.00
10.11.2021 23;3.34;0.00
11.11.2021 00;1.83;0.00
11.11.2021 01;1.76;0.00
11.11.2021 02;1.86;0.00
11.11.2021 03;1.25;0.00
11.11.2021 04;1.05;0.00
11.11.2021 05;1.27;0.00
11.11.2021 06;1.19;0.00
11.11.2021 07;0.00;1.71
11.11.2021 08;0.00;2.08
11.11.2021 09;0.00;1.54
11.11.2021 10;0.00;1.60
11.11.2021 11;0.00;1.49
11.11.2021 12;0.00;1.35
11.11.2021 13;0.00;1.73
11.11.2021 14;0.00;1.53
11.11.2021 15;0.00;1.48
11.11.2021 16;0.00;1.61
11.11.2021 17;0.00;1.92
11.11.2021 18;0.00;1.51
11.11.2021 19;0.00;2.20
11.11.2021 20;0.00;2.31
11.11.2021 21;0.00;2.40
11.11.2021 22;3.92;0.00
11.11.2021 23;2.60;0.00
12.11.2021 00;1.14;0.00
12.11.2021 01;1.19;0.00
12.11.2021 02;1.12;0.00
12.11.2021 03;1.19;0.00
12.11.2021 04;1.19;0.00
12.11.2021 05;1.13;0.00
12.11.2021 06;1.25;0.00
12.11.2021 07;0.00;2.06
12.11.2021 08;0.00;2.47
12.11.2021 09;0.00;2.19
12.11.2021 10;0.00;2.24
12.11.2021 11;0.00;2.34
12.11.2021 12;0.00;1.57
12.11.2021 13;0.00;1.49
12.11.2021 14;0.00;1.45
12.11.2021 15;0.00;1.34
12.11.2021 16;0.00;1.57
12.11.2021 17;0.00;1.53
12.11.2021 18;0.00;1.64
12.11.2021 19;0.00;1.48
12.11.2021 20;0.00;2.15
12.11.2021 21;0.00;2.53
12.11.2021 22;4.26;0.00
12.11.2021 23;3.42;0.00
13.11.2021 00;2.02;0.00
13.11.2021 01;1.25;0.00
13.11.2021 02;1.29;0.00
13.11.2021 03;1.29;0.00
13.11.2021 04;1.27;0.00
13.11.2021 05;1.37;0.00
13.11.2021 06;1.26;0.00
13.11.2021 07;0.00;1.35
13.11.2021 08;0.00;1.89
13.11.2021 09;0.00;2.08
13.11.2021 10;0.00;2.43
13.11.2021 11;0.00;2.23
13.11.2021 12;0.00;2.20
13.11.2021 13;0.00;1.40
13.11.2021 14;0.00;1.37
13.11.2021 15;0.00;1.37
13.11.2021 16;0.00;1.56
13.11.2021 17;0.00;1.62
13.11.2021 18;0.00;1.63
13.11.2021 19;0.00;2.18
13.11.2021 20;0.00;1.74
13.11.2021 21;0.00;2.74
13.11.2021 22;4.28;0.00
13.11.2021 23;3.53;0.00
14.11.2021 00;2.31;0.00
14.11.2021 01;2.18;0.00
14.11.2021 02;1.48;0.00
14.11.2021 03;1.43;0.00
14.11.2021 04;1.31;0.00
14.11.2021 05;1.47;0.00
14.11.2021 06;1.40;0.00
14.11.2021 07;0.00;1.39
14.11.2021 08;0.00;1.52
14.11.2021 09;0.00;2.17
14.11.2021 10;0.00;2.34
14.11.2021 11;0.00;2.33
14.11.2021 12;0.00;2.46
14.11.2021 13;0.00;1.92
14.11.2021 14;0.00;1.49
14.11.2021 15;0.00;1.44
14.11.2021 16;0.00;2.54
14.11.2021 17;0.00;1.93
14.11.2021 18;0.00;3.72
14.11.2021 19;0.00;3.47
14.11.2021 20;0.00;2.63
14.11.2021 21;0.00;2.88
14.11.2021 22;4.44;0.00
14.11.2021 23;4.03;0.00
15.11.2021 00;2.27;0.00
15.11.2021 01;1.87;0.00
15.11.2021 02;1.50;0.00
15.11.2021 03;1.47;0.00
15.11.2021 04;1.57;0.00
15.11.2021 05;1.51;0.00
15.11.2021 06;2.10;0.00
15.11.2021 07;0.00;2.46
15.11.2021 08;0.00;2.56
15.11.2021 09;0.00;2.43
15.11.2021 10;0.00;2.65
15.11.2021 11;0.00;3.78
15.11.2021 12;0.00;3.22
15.11.2021 13;0.00;1.53
15.11.2021 14;0.00;1.53
15.11.2021 15;0.00;1.48
15.11.2021 16;0.00;1.48
15.11.2021 17;0.00;1.58
15.11.2021 18;0.00;1.74
15.11.2021 19;0.00;1.66
15.11.2021 20;0.00;2.33
15.11.2021 21;0.00;2.70
15.11.2021 22;4.18;0.00
15.11.2021 23;3.52;0.00
16.11.2021 00;2.12;0.00
16.11.2021 01;1.86;0.00
16.11.2021 02;1.31;0.00
16.11.2021 03;1.32;0.00
16.11.2021 04;1.27;0.00
16.11.2021 05;1.33;0.00
16.11.2021 06;1.34;0.00
16.11.2021 07;0.00;2.50
16.11.2021 08;0.00;1.40
16.11.2021 09;0.00;2.24
16.11.2021 10;0.00;2.13
16.11.2021 11;0.00;2.18
16.11.2021 12;0.00;2.27
16.11.2021 13;0.00;1.66
16.11.2021 14;0.00;1.48
16.11.2021 15;0.00;1.40
16.11.2021 16;0.00;1.59
16.11.2021 17;0.00;1.73
16.11.2021 18;0.00;1.91
16.11.2021 19;0.00;1.49
16.11.2021 20;0.00;1.47
16.11.2021 21;0.00;1.88
16.11.2021 22;4.13;0.00
16.11.2021 23;2.76;0.00
17.11.2021 00;2.05;0.00
17.11.2021 01;1.99;0.00
17.11.2021 02;1.42;0.00
17.11.2021 03;1.28;0.00
17.11.2021 04;1.20;0.00
17.11.2021 05;1.19;0.00
17.11.2021 06;1.25;0.00
17.11.2021 07;0.00;2.27
17.11.2021 08;0.00;1.87
17.11.2021 09;0.00;1.60
17.11.2021 10;0.00;2.05
17.11.2021 11;0.00;2.08
17.11.2021 12;0.00;2.19
17.11.2021 13;0.00;2.05
17.11.2021 14;0.00;2.00
17.11.2021 15;0.00;1.39
17.11.2021 16;0.00;1.30
17.11.2021 17;0.00;1.55
17.11.2021 18;0.00;1.48
17.11.2021 19;0.00;1.49
17.11.2021 20;0.00;1.53
17.11.2021 21;0.00;1.73
17.11.2021 22;3.30;0.00
17.11.2021 23;1.99;0.00
18.11.2021 00;2.10;0.00
18.11.2021 01;1.98;0.00
18.11.2021 02;2.12;0.00
18.11.2021 03;1.98;0.00
18.11.2021 04;1.45;0.00
18.11.2021 05;1.15;0.00
18.11.2021 06;1.27;0.00
18.11.2021 07;0.00;2.03
18.11.2021 08;0.00;1.99
18.11.2021 09;0.00;1.34
18.11.2021 10;0.00;1.49
18.11.2021 11;0.00;1.54
18.11.2021 12;0.00;1.61
18.11.2021 13;0.00;3.12
18.11.2021 14;0.00;2.13
18.11.2021 15;0.00;2.20
18.11.2021 16;0.00;2.23
18.11.2021 17;0.00;1.47
18.11.2021 18;0.00;1.82
18.11.2021 19;0.00;1.49
18.11.2021 20;0.00;1.48
18.11.2021 21;0.00;1.81
18.11.2021 22;3.47;0.00
18.11.2021 23;2.15;0.00
19.11.2021 00;1.61;0.00
19.11.2021 01;2.12;0.00
19.11.2021 02;2.24;0.00
19.11.2021 03;2.14;0.00
19.11.2021 04;2.10;0.00
19.11.2021 05;1.73;0.00
19.11.2021 06;1.37;0.00
19.11.2021 07;0.00;2.49
19.11.2021 08;0.00;1.52
19.11.2021 09;0.00;1.52
19.11.2021 10;0.00;1.72
19.11.2021 11;0.00;1.68
19.11.2021 12;0.00;2.41
19.11.2021 13;0.00;2.32
19.11.2021 14;0.00;2.29
19.11.2021 15;0.00;2.48
19.11.2021 16;0.00;2.37
19.11.2021 17;0.00;2.49
19.11.2021 18;0.00;1.75
19.11.2021 19;0.00;1.66
19.11.2021 20;0.00;1.65
19.11.2021 21;0.00;1.84
19.11.2021 22;3.53;0.00
19.11.2021 23;2.15;0.00
20.11.2021 00;1.32;0.00
20.11.2021 01;1.92;0.00
20.11.2021 02;2.10;0.00
20.11.2021 03;2.25;0.00
20.11.2021 04;2.17;0.00
20.11.2021 05;2.23;0.00
20.11.2021 06;1.40;0.00
20.11.2021 07;0.00;1.46
20.11.2021 08;0.00;1.67
20.11.2021 09;0.00;2.98
20.11.2021 10;0.00;1.40
20.11.2021 11;0.00;1.39
20.11.2021 12;0.00;1.36
20.11.2021 13;0.00;1.36
20.11.2021 14;0.00;2.21
20.11.2021 15;0.00;2.13
20.11.2021 16;0.00;2.19
20.11.2021 17;0.00;2.26
20.11.2021 18;0.00;1.83
20.11.2021 19;0.00;1.44
20.11.2021 20;0.00;1.75
20.11.2021 21;0.00;2.29
20.11.2021 22;3.89;0.00
20.11.2021 23;2.89;0.00
21.11.2021 00;1.34;0.00
21.11.2021 01;1.83;0.00
21.11.2021 02;2.27;0.00
21.11.2021 03;2.22;0.00
21.11.2021 04;2.35;0.00
21.11.2021 05;2.25;0.00
21.11.2021 06;1.84;0.00
21.11.2021 07;0.00;1.55
21.11.2021 08;0.00;1.50
21.11.2021 09;0.00;1.44
21.11.2021 10;0.00;1.90
21.11.2021 11;0.00;2.02
21.11.2021 12;0.00;3.10
21.11.2021 13;0.00;4.09
21.11.2021 14;0.00;3.38
21.11.2021 15;0.00;2.85
21.11.2021 16;0.00;2.73
21.11.2021 17;0.00;2.52
21.11.2021 18;0.00;2.64
21.11.2021 19;0.00;2.12
21.11.2021 20;0.00;1.89
21.11.2021 21;0.00;2.08
21.11.2021 22;3.72;0.00
21.11.2021 23;3.17;0.00
22.11.2021 00;1.90;0.00
22.11.2021 01;2.47;0.00
22.11.2021 02;2.51;0.00
22.11.2021 03;2.59;0.00
22.11.2021 04;2.53;0.00
22.11.2021 05;2.50;0.00
22.11.2021 06;2.51;0.00
22.11.2021 07;0.00;3.40
22.11.2021 08;0.00;3.75
22.11.2021 09;0.00;2.11
22.11.2021 10;0.00;1.74
22.11.2021 11;0.00;1.76
22.11.2021 12;0.00;1.75
22.11.2021 13;0.00;1.75
22.11.2021 14;0.00;2.21
22.11.2021 15;0.00;2.51
22.11.2021 16;0.00;2.51
22.11.2021 17;0.00;2.55
22.11.2021 18;0.00;2.69
22.11.2021 19;0.00;2.91
22.11.2021 20;0.00;3.50
22.11.2021 21;0.00;2.67
22.11.2021 22;4.05;0.00
22.11.2021 23;3.19;0.00
23.11.2021 00;1.95;0.00
23.11.2021 01;2.30;0.00
23.11.2021 02;2.64;0.00
23.11.2021 03;2.63;0.00
23.11.2021 04;2.61;0.00
23.11.2021 05;2.63;0.00
23.11.2021 06;2.85;0.00
23.11.2021 07;0.00;4.23
23.11.2021 08;0.00;2.48
23.11.2021 09;0.00;1.99
23.11.2021 10;0.00;2.18
23.11.2021 11;0.00;2.28
23.11.2021 12;0.00;2.55
23.11.2021 13;0.00;2.24
23.11.2021 14;0.00;3.08
23.11.2021 15;0.00;2.94
23.11.2021 16;0.00;2.89
23.11.2021 17;0.00;2.88
23.11.2021 18;0.00;2.59
23.11.2021 19;0.00;2.54
23.11.2021 20;0.00;1.85
23.11.2021 21;0.00;2.05
23.11.2021 22;3.68;0.00
23.11.2021 23;2.42;0.00
24.11.2021 00;1.62;0.00
24.11.2021 01;1.82;0.00
24.11.2021 02;2.32;0.00
24.11.2021 03;2.36;0.00
24.11.2021 04;2.34;0.00
24.11.2021 05;2.30;0.00
24.11.2021 06;2.21;0.00
24.11.2021 07;0.00;1.81
24.11.2021 08;0.00;1.63
24.11.2021 09;0.00;1.65
24.11.2021 10;0.00;1.60
24.11.2021 11;0.00;1.78
24.11.2021 12;0.00;1.69
24.11.2021 13;0.00;2.26
24.11.2021 14;0.00;1.97
24.11.2021 15;0.00;2.49
24.11.2021 16;0.00;2.54
24.11.2021 17;0.00;2.78
24.11.2021 18;0.00;2.79
24.11.2021 19;0.00;2.61
24.11.2021 20;0.00;1.95
24.11.2021 21;0.00;2.10
24.11.2021 22;3.57;0.00
24.11.2021 23;3.45;0.00
25.11.2021 00;1.67;0.00
25.11.2021 01;1.52;0.00
25.11.2021 02;2.40;0.00
25.11.2021 03;2.46;0.00
25.11.2021 04;2.31;0.00
25.11.2021 05;2.39;0.00
25.11.2021 06;2.37;0.00
25.11.2021 07;0.00;3.07
25.11.2021 08;0.00;2.57
25.11.2021 09;0.00;1.98
25.11.2021 10;0.00;3.08
25.11.2021 11;0.00;1.61
25.11.2021 12;0.00;1.47
25.11.2021 13;0.00;1.36
25.11.2021 14;0.00;2.24
25.11.2021 15;0.00;2.28
25.11.2021 16;0.00;2.23
25.11.2021 17;0.00;2.63
25.11.2021 18;0.00;2.68
25.11.2021 19;0.00;1.72
25.11.2021 20;0.00;1.67
25.11.2021 21;0.00;1.93
25.11.2021 22;3.55;0.00
25.11.2021 23;2.50;0.00
26.11.2021 00;1.42;0.00
26.11.2021 01;1.53;0.00
26.11.2021 02;2.03;0.00
26.11.2021 03;2.30;0.00
26.11.2021 04;2.24;0.00
26.11.2021 05;2.26;0.00
26.11.2021 06;2.61;0.00
26.11.2021 07;0.00;2.94
26.11.2021 08;0.00;1.65
26.11.2021 09;0.00;1.69
26.11.2021 10;0.00;1.67
26.11.2021 11;0.00;1.64
26.11.2021 12;0.00;1.94
26.11.2021 13;0.00;3.17
26.11.2021 14;0.00;3.86
26.11.2021 15;0.00;4.68
26.11.2021 16;0.00;6.27
26.11.2021 17;0.00;4.59
26.11.2021 18;0.00;3.24
26.11.2021 19;0.00;3.22
26.11.2021 20;0.00;2.71
26.11.2021 21;0.00;2.71
26.11.2021 22;4.43;0.00
26.11.2021 23;3.67;0.00
27.11.2021 00;2.35;0.00
27.11.2021 01;2.60;0.00
27.11.2021 02;3.04;0.00
27.11.2021 03;3.14;0.00
27.11.2021 04;3.16;0.00
27.11.2021 05;3.28;0.00
27.11.2021 06;3.96;0.00
27.11.2021 07;0.00;3.15
27.11.2021 08;0.00;2.90
27.11.2021 09;0.00;2.30
27.11.2021 10;0.00;2.47
27.11.2021 11;0.00;2.59
27.11.2021 12;0.00;2.45
27.11.2021 13;0.00;3.44
27.11.2021 14;0.00;3.92
27.11.2021 15;0.00;4.18
27.11.2021 16;0.00;4.26
27.11.2021 17;0.00;3.52
27.11.2021 18;0.00;3.83
27.11.2021 19;0.00;5.16
27.11.2021 20;0.00;4.07
27.11.2021 21;0.00;3.06
27.11.2021 22;4.89;0.00
27.11.2021 23;4.79;0.00
28.11.2021 00;3.67;0.00
28.11.2021 01;2.42;0.00
28.11.2021 02;2.97;0.00
28.11.2021 03;3.01;0.00
28.11.2021 04;3.11;0.00
28.11.2021 05;3.09;0.00
28.11.2021 06;3.01;0.00
28.11.2021 07;0.00;3.09
28.11.2021 08;0.00;3.13
28.11.2021 09;0.00;2.28
28.11.2021 10;0.00;2.57
28.11.2021 11;0.00;2.89
28.11.2021 12;0.00;3.30
28.11.2021 13;0.00;3.10
28.11.2021 14;0.00;4.61
28.11.2021 15;0.00;4.74
28.11.2021 16;0.00;4.09
28.11.2021 17;0.00;3.53
28.11.2021 18;0.00;3.69
28.11.2021 19;0.00;4.16
28.11.2021 20;0.00;4.03
28.11.2021 21;0.00;4.44
28.11.2021 22;5.88;0.00
28.11.2021 23;5.63;0.00
29.11.2021 00;5.55;0.00
29.11.2021 01;4.25;0.00
29.11.2021 02;3.40;0.00
29.11.2021 03;3.36;0.00
29.11.2021 04;3.39;0.00
29.11.2021 05;3.34;0.00
29.11.2021 06;3.32;0.00
29.11.2021 07;0.00;4.30
29.11.2021 08;0.00;3.73
29.11.2021 09;0.00;2.77
29.11.2021 10;0.00;3.35
29.11.2021 11;0.00;4.82
29.11.2021 12;0.00;5.40
29.11.2021 13;0.00;4.11
29.11.2021 14;0.00;3.86
29.11.2021 15;0.00;4.08
29.11.2021 16;0.00;4.70
29.11.2021 17;0.00;4.97
29.11.2021 18;0.00;4.47
29.11.2021 19;0.00;4.28
29.11.2021 20;0.00;3.79
29.11.2021 21;0.00;3.35
29.11.2021 22;4.77;0.00
29.11.2021 23;4.50;0.00
30.11.2021 00;4.18;0.00
30.11.2021 01;3.22;0.00
30.11.2021 02;3.26;0.00
30.11.2021 03;3.27;0.00
30.11.2021 04;3.14;0.00
30.11.2021 05;3.31;0.00
30.11.2021 06;4.53;0.00
30.11.2021 07;0.00;5.79
30.11.2021 08;0.00;4.74
30.11.2021 09;0.00;4.76
30.11.2021 10;0.00;3.24
30.11.2021 11;0.00;3.61
30.11.2021 12;0.00;2.22
30.11.2021 13;0.00;2.22
30.11.2021 14;0.00;2.30
30.11.2021 15;0.00;2.84
30.11.2021 16;0.00;4.36
30.11.2021 17;0.00;3.50
30.11.2021 18;0.00;3.97
30.11.2021 19;0.00;3.80
30.11.2021 20;0.00;3.50
30.11.2021 21;0.00;3.61
30.11.2021 22;5.18;0.00
30.11.2021 23;4.69;0.00
01.12.2021 00;3.26;0.00
01.12.2021 01;3.21;0.00
01.12.2021 02;2.90;0.00
01.12.2021 03;2.34;0.00
01.12.2021 04;2.41;0.00
01.12.2021 05;2.40;0.00
01.12.2021 06;2.39;0.00
01.12.2021 07;0.00;3.42
01.12.2021 08;0.00;3.14
01.12.2021 09;0.00;3.22
01.12.2021 10;0.00;3.20
01.12.2021 11;0.00;3.23
01.12.2021 12;0.00;3.26
01.12.2021 13;0.00;3.25
01.12.2021 14;0.00;3.27
01.12.2021 15;0.00;3.32
01.12.2021 16;0.00;2.76
01.12.2021 17;0.00;2.79
01.12.2021 18;0.00;3.62
01.12.2021 19;0.00;3.86
01.12.2021 20;0.00;3.95
01.12.2021 21;0.00;3.88
01.12.2021 22;5.37;0.00
01.12.2021 23;5.20;0.00
02.12.2021 00;3.27;0.00
02.12.2021 01;3.35;0.00
02.12.2021 02;3.41;0.00
02.12.2021 03;3.35;0.00
02.12.2021 04;3.34;0.00
02.12.2021 05;3.42;0.00
02.12.2021 06;3.44;0.00
02.12.2021 07;0.00;4.32
02.12.2021 08;0.00;3.47
02.12.2021 09;0.00;3.48
02.12.2021 10;0.00;3.53
02.12.2021 11;0.00;3.43
02.12.2021 12;0.00;3.07
02.12.2021 13;0.00;2.47
02.12.2021 14;0.00;2.51
02.12.2021 15;0.00;2.66
02.12.2021 16;0.00;3.10
02.12.2021 17;0.00;3.43
02.12.2021 18;0.00;4.32
02.12.2021 19;0.00;4.15
02.12.2021 20;0.00;3.88
02.12.2021 21;0.00;3.84
02.12.2021 22;5.30;0.00
02.12.2021 23;4.12;0.00
03.12.2021 00;3.39;0.00
03.12.2021 01;3.39;0.00
03.12.2021 02;3.38;0.00
03.12.2021 03;3.49;0.00
03.12.2021 04;3.41;0.00
03.12.2021 05;3.49;0.00
03.12.2021 06;4.82;0.00
03.12.2021 07;0.00;4.49
03.12.2021 08;0.00;3.33
03.12.2021 09;0.00;2.64
03.12.2021 10;0.00;2.63
03.12.2021 11;0.00;2.60
03.12.2021 12;0.00;3.04
03.12.2021 13;0.00;3.43
03.12.2021 14;0.00;3.90
03.12.2021 15;0.00;4.12
03.12.2021 16;0.00;4.19
03.12.2021 17;0.00;4.27
03.12.2021 18;0.00;4.96
03.12.2021 19;0.00;3.81
03.12.2021 20;0.00;4.34
03.12.2021 21;0.00;3.97
03.12.2021 22;5.64;0.00
03.12.2021 23;4.24;0.00
04.12.2021 00;2.62;0.00
04.12.2021 01;2.61;0.00
04.12.2021 02;2.66;0.00
04.12.2021 03;3.15;0.00
04.12.2021 04;3.32;0.00
04.12.2021 05;3.17;0.00
04.12.2021 06;3.22;0.00
04.12.2021 07;0.00;3.36
04.12.2021 08;0.00;3.33
04.12.2021 09;0.00;3.29
04.12.2021 10;0.00;3.93
04.12.2021 11;0.00;5.03
04.12.2021 12;0.00;4.69
04.12.2021 13;0.00;4.12
04.12.2021 14;0.00;3.49
04.12.2021 15;0.00;3.44
04.12.2021 16;0.00;5.82
04.12.2021 17;0.00;4.92
04.12.2021 18;0.00;5.12
04.12.2021 19;0.00;4.13
04.12.2021 20;0.00;4.04
04.12.2021 21;0.00;4.22
04.12.2021 22;6.14;0.00
04.12.2021 23;5.55;0.00
05.12.2021 00;3.55;0.00
05.12.2021 01;3.55;0.00
05.12.2021 02;3.48;0.00
05.12.2021 03;3.60;0.00
05.12.2021 04;3.64;0.00
05.12.2021 05;3.69;0.00
05.12.2021 06;3.67;0.00
05.12.2021 07;0.00;3.69
05.12.2021 08;0.00;3.82
05.12.2021 09;0.00;3.83
05.12.2021 10;0.00;3.85
05.12.2021 11;0.00;4.52
05.12.2021 12;0.00;4.85
05.12.2021 13;0.00;4.55
05.12.2021 14;0.00;3.39
05.12.2021 15;0.00;3.48
05.12.2021 16;0.00;5.13
05.12.2021 17;0.00;4.66
05.12.2021 18;0.00;4.13
05.12.2021 19;0.00;4.54
05.12.2021 20;0.00;3.99
05.12.2021 21;0.00;3.89
05.12.2021 22;6.02;0.00
05.12.2021 23;5.50;0.00
06.12.2021 00;4.55;0.00
06.12.2021 01;5.46;0.00
06.12.2021 02;4.86;0.00
06.12.2021 03;3.43;0.00
06.12.2021 04;3.46;0.00
06.12.2021 05;3.41;0.00
06.12.2021 06;3.51;0.00
06.12.2021 07;0.00;3.35
06.12.2021 08;0.00;3.33
06.12.2021 09;0.00;3.45
06.12.2021 10;0.00;3.50
06.12.2021 11;0.00;3.52
06.12.2021 12;0.00;3.28
06.12.2021 13;0.00;3.85
06.12.2021 14;0.00;3.60
06.12.2021 15;0.00;2.89
06.12.2021 16;0.00;6.58
06.12.2021 17;0.00;5.72
06.12.2021 18;0.00;3.95
06.12.2021 19;0.00;3.92
06.12.2021 20;0.00;4.31
06.12.2021 21;0.00;4.63
06.12.2021 22;5.53;0.00
06.12.2021 23;5.10;0.00
07.12.2021 00;4.28;0.00
07.12.2021 01;5.34;0.00
07.12.2021 02;4.38;0.00
07.12.2021 03;3.36;0.00
07.12.2021 04;3.30;0.00
07.12.2021 05;3.42;0.00
07.12.2021 06;4.88;0.00
07.12.2021 07;0.00;4.42
07.12.2021 08;0.00;3.36
07.12.2021 09;0.00;3.39
07.12.2021 10;0.00;3.67
07.12.2021 11;0.00;3.47
07.12.2021 12;0.00;2.99
07.12.2021 13;0.00;2.92
07.12.2021 14;0.00;2.95
07.12.2021 15;0.00;4.09
07.12.2021 16;0.00;4.72
07.12.2021 17;0.00;4.66
07.12.2021 18;0.00;4.51
07.12.2021 19;0.00;4.77
07.12.2021 20;0.00;4.35
07.12.2021 21;0.00;4.54
07.12.2021 22;5.68;0.00
07.12.2021 23;5.40;0.00
08.12.2021 00;5.47;0.00
08.12.2021 01;5.53;0.00
08.12.2021 02;5.56;0.00
08.12.2021 03;4.66;0.00
08.12.2021 04;3.62;0.00
08.12.2021 05;3.69;0.00
08.12.2021 06;5.27;0.00
08.12.2021 07;0.00;5.30
08.12.2021 08;0.00;4.82
08.12.2021 09;0.00;3.72
08.12.2021 10;0.00;3.32
08.12.2021 11;0.00;3.17
08.12.2021 12;0.00;3.17
08.12.2021 13;0.00;3.23
08.12.2021 14;0.00;3.19
08.12.2021 15;0.00;3.23
